ID,loan_type,loan_purpose,business_or_commercial,rate_of_interest
33429,type1,p3,nob/c,0
33430,type1,p4,nob/c,3.875
33431,type1,p4,nob/c,3.375
33432,type1,p4,nob/c,2.99
33433,type1,p4,nob/c,4.875
33434,type1,p4,nob/c,4.875
33435,type1,p1,nob/c,3.99
33436,type1,p3,nob/c,4.99
33437,type1,p1,nob/c,3.5
33438,type1,p4,nob/c,0
33439,type1,p3,nob/c,3.625
33440,type1,p3,nob/c,0
33441,type1,p4,nob/c,4.375
33442,type2,p1,b/c,0
33443,type1,p4,nob/c,2.725
33444,type1,p1,nob/c,0
33445,type1,p1,nob/c,4.875
33446,type1,p4,nob/c,4.625
33447,type1,p4,nob/c,4.5
33448,type3,p3,nob/c,0
33449,type1,p1,nob/c,4.18
33450,type1,p4,nob/c,3.5
33451,type1,p3,nob/c,3.99
33452,type2,p3,b/c,4.375
33453,type2,p4,b/c,3.25
33454,type1,p1,nob/c,5.5
33455,type1,p3,nob/c,4.625
33456,type3,p1,nob/c,4.625
33457,type1,p4,nob/c,3.5
33458,type2,p4,b/c,3.625
33459,type1,p4,nob/c,4.25
33460,type1,p2,nob/c,4.56
33461,type1,p4,nob/c,4.5
33462,type1,p4,nob/c,3.99
33463,type1,p4,nob/c,4.125
33464,type1,p4,nob/c,4.625
33465,type1,p4,nob/c,3.875
33466,type3,p1,nob/c,3.99
33467,type1,p3,nob/c,3.99
33468,type1,p4,nob/c,4.125
33469,type1,p3,nob/c,0
33470,type2,p1,b/c,3.875
33471,type1,p2,nob/c,0
33472,type1,p1,nob/c,3.5
33473,type1,p1,nob/c,4.875
33474,type1,p4,nob/c,3.875
33475,type2,p1,b/c,4.375
33476,type3,p3,nob/c,0
33477,type1,p1,nob/c,4.75
33478,type3,p3,nob/c,3.625
33479,type1,p3,nob/c,4.125
33480,type2,p3,b/c,0
33481,type1,p3,nob/c,5.25
33482,type2,p3,b/c,3.99
33483,type1,p4,nob/c,0
33484,type1,p1,nob/c,3.99
33485,type2,p3,b/c,4.99
33486,type1,p1,nob/c,4.375
33487,type1,p4,nob/c,4.625
33488,type1,p3,nob/c,3.75
33489,type1,p1,nob/c,3.5
33490,type1,p1,nob/c,0
33491,type1,p3,nob/c,3.25
33492,type1,p3,nob/c,0
33493,type1,p3,nob/c,4.5
33494,type1,p4,nob/c,0
33495,type2,p3,b/c,0
33496,type1,p3,nob/c,4.875
33497,type1,p1,nob/c,0
33498,type1,p3,nob/c,0
33499,type1,p1,nob/c,4.75
33500,type1,p4,nob/c,0
33501,type1,p4,nob/c,3.625
33502,type1,p4,nob/c,3.125
33503,type3,p4,nob/c,3.375
33504,type1,p3,nob/c,3.75
33505,type1,p4,nob/c,4.25
33506,type1,p1,nob/c,3.99
33507,type1,p1,nob/c,0
33508,type2,p2,b/c,4.75
33509,type1,p3,nob/c,3.99
33510,type1,p3,nob/c,4.75
33511,type1,p4,nob/c,2.875
33512,type1,p4,nob/c,4.25
33513,type2,p1,b/c,4.99
33514,type1,p4,nob/c,3.875
33515,type1,p3,nob/c,3.99
33516,type1,p1,nob/c,4.5
33517,type1,p3,nob/c,0
33518,type1,p3,nob/c,0
33519,type1,p1,nob/c,3.5
33520,type1,p1,nob/c,0
33521,type1,p4,nob/c,4.99
33522,type1,p4,nob/c,4.25
33523,type1,p3,nob/c,4.56
33524,type1,p4,nob/c,3.875
33525,type1,p4,nob/c,4.125
33526,type1,p3,nob/c,0
33527,type1,p3,nob/c,3.625
33528,type1,p4,nob/c,3.5
33529,type1,p3,nob/c,0
33530,type1,p1,nob/c,4.5
33531,type3,p4,nob/c,0
33532,type1,p3,nob/c,0
33533,type1,p4,nob/c,4.99
33534,type3,p4,nob/c,3.375
33535,type1,p1,nob/c,0
33536,type1,p3,nob/c,3.25
33537,type2,p3,b/c,0
33538,type1,p1,nob/c,0
33539,type1,p3,nob/c,4.875
33540,type1,p3,nob/c,4.5
33541,type1,p1,nob/c,3.5
33542,type1,p1,nob/c,4.99
33543,type1,p3,nob/c,0
33544,type1,p1,nob/c,0
33545,type1,p3,nob/c,0
33546,type1,p3,nob/c,4.99
33547,type1,p1,nob/c,4.75
33548,type1,p3,nob/c,3.25
33549,type1,p3,nob/c,3.375
33550,type2,p3,b/c,0
33551,type1,p4,nob/c,3.99
33552,type1,p1,nob/c,4.25
33553,type2,p4,b/c,0
33554,type1,p1,nob/c,0
33555,type1,p1,nob/c,4.375
33556,type1,p1,nob/c,4.375
33557,type3,p4,nob/c,3.75
33558,type1,p1,nob/c,4.875
33559,type1,p3,nob/c,4.125
33560,type1,p1,nob/c,3.75
33561,type1,p3,nob/c,3.99
33562,type2,p4,b/c,0
33563,type2,p3,b/c,4.125
33564,type1,p1,nob/c,4.625
33565,type1,p3,nob/c,4.25
33566,type3,p3,nob/c,4.125
33567,type1,p3,nob/c,3.99
33568,type1,p1,nob/c,4.56
33569,type1,p4,nob/c,0
33570,type1,p3,nob/c,3.375
33571,type1,p4,nob/c,3.375
33572,type1,p1,nob/c,3.99
33573,type1,p4,nob/c,2.5
33574,type1,p3,nob/c,0
33575,type1,p1,nob/c,3.875
33576,type2,p1,b/c,4.25
33577,type1,p3,nob/c,4.375
33578,type1,p1,nob/c,3.99
33579,type1,p1,nob/c,4.5
33580,type1,p3,nob/c,0
33581,type1,p4,nob/c,3.625
33582,type1,p2,nob/c,4.99
33583,type1,p3,nob/c,4.99
33584,type1,p2,nob/c,0
33585,type3,p1,nob/c,3.99
33586,type1,p3,nob/c,4.375
33587,type2,p3,b/c,0
33588,type1,p3,nob/c,4.25
33589,type1,p3,nob/c,3.5
33590,type3,p3,nob/c,3.99
33591,type2,p3,b/c,4.99
33592,type1,p3,nob/c,0
33593,type1,p1,nob/c,4.125
33594,type1,p1,nob/c,3.5
33595,type1,p3,nob/c,4.875
33596,type1,p3,nob/c,3.99
33597,type1,p4,nob/c,0
33598,type1,p1,nob/c,3.5
33599,type1,p4,nob/c,0
33600,type2,p4,b/c,2.875
33601,type1,p4,nob/c,0
33602,type1,p1,nob/c,0
33603,type3,p4,nob/c,2.99
33604,type1,p1,nob/c,4.625
33605,type2,p3,b/c,4.625
33606,type1,p3,nob/c,3.5
33607,type1,p1,nob/c,3.99
33608,type1,p3,nob/c,0
33609,type1,p4,nob/c,0
33610,type3,p4,nob/c,3.375
33611,type1,p3,nob/c,3.5
33612,type1,p4,nob/c,0
33613,type2,p4,b/c,0
33614,type1,p4,nob/c,0
33615,type3,p4,nob/c,2.875
33616,type1,p1,nob/c,3.875
33617,type1,p4,nob/c,3.75
33618,type1,p4,nob/c,3.75
33619,type1,p4,nob/c,0
33620,type1,p3,nob/c,3.99
33621,type3,p4,nob/c,3.49
33622,type1,p4,nob/c,0
33623,type2,p4,b/c,3.125
33624,type1,p4,nob/c,3.99
33625,type1,p3,nob/c,4.25
33626,type1,p3,nob/c,0
33627,type3,p3,nob/c,0
33628,type1,p4,nob/c,3
33629,type1,p3,nob/c,4.75
33630,type1,p1,nob/c,0
33631,type2,p1,b/c,3.875
33632,type1,p3,nob/c,4.56
33633,type1,p4,nob/c,3.625
33634,type1,p3,nob/c,4.25
33635,type1,p3,nob/c,4
33636,type1,p4,nob/c,4.125
33637,type1,p4,nob/c,4.875
33638,type1,p3,nob/c,4.375
33639,type1,p4,nob/c,3.5
33640,type3,p3,nob/c,4.99
33641,type1,p3,nob/c,3.625
33642,type1,p1,nob/c,0
33643,type1,p1,nob/c,0
33644,type2,p4,b/c,4.125
33645,type2,p3,b/c,4.125
33646,type1,p4,nob/c,3
33647,type1,p3,nob/c,3.5
33648,type1,p4,nob/c,3.5
33649,type1,p4,nob/c,0
33650,type1,p1,nob/c,4.75
33651,type1,p3,nob/c,4.25
33652,type1,p3,nob/c,4.375
33653,type1,p3,nob/c,4.56
33654,type1,p1,nob/c,4
33655,type2,p1,b/c,4.99
33656,type1,p1,nob/c,0
33657,type1,p4,nob/c,3.625
33658,type1,p4,nob/c,0
33659,type1,p1,nob/c,4.375
33660,type1,p3,nob/c,3.875
33661,type1,p3,nob/c,3.875
33662,type2,p4,b/c,3.75
33663,type1,p3,nob/c,0
33664,type1,p4,nob/c,0
33665,type1,p4,nob/c,3.99
33666,type2,p3,b/c,4.75
33667,type1,p3,nob/c,4.75
33668,type3,p1,nob/c,0
33669,type2,p1,b/c,0
33670,type1,p4,nob/c,3.75
33671,type3,p1,nob/c,4.125
33672,type1,p3,nob/c,0
33673,type1,p4,nob/c,3.625
33674,type1,p3,nob/c,3.625
33675,type1,p3,nob/c,4.125
33676,type1,p1,nob/c,0
33677,type1,p1,nob/c,3.875
33678,type1,p1,nob/c,3.75
33679,type3,p4,nob/c,3
33680,type1,p4,nob/c,0
33681,type1,p4,nob/c,3.75
33682,type1,p1,nob/c,4.5
33683,type1,p3,nob/c,4.25
33684,type1,p3,nob/c,4.125
33685,type2,p1,b/c,3.375
33686,type1,p1,nob/c,0
33687,type1,p3,nob/c,4.875
33688,type1,p1,nob/c,3.69
33689,type1,p4,nob/c,4
33690,type2,p1,b/c,2.875
33691,type1,p4,nob/c,3.625
33692,type1,p1,nob/c,3.375
33693,type3,p3,nob/c,3.99
33694,type1,p1,nob/c,0
33695,type2,p4,b/c,0
33696,type1,p3,nob/c,3.75
33697,type2,p4,b/c,0
33698,type1,p4,nob/c,5.75
33699,type2,p4,b/c,3.75
33700,type1,p3,nob/c,0
33701,type1,p3,nob/c,0
33702,type2,p3,b/c,3.99
33703,type2,p4,b/c,0
33704,type2,p3,b/c,4.5
33705,type1,p4,nob/c,3.375
33706,type1,p1,nob/c,3.99
33707,type2,p3,b/c,0
33708,type1,p3,nob/c,0
33709,type2,p1,b/c,4.625
33710,type3,p4,nob/c,3.25
33711,type1,p3,nob/c,3
33712,type2,p3,b/c,3.99
33713,type1,p1,nob/c,3.875
33714,type1,p4,nob/c,0
33715,type2,p4,b/c,3.375
33716,type1,p3,nob/c,4.625
33717,type1,p1,nob/c,4.56
33718,type1,p4,nob/c,0
33719,type1,p3,nob/c,4.625
33720,type3,p3,nob/c,3.25
33721,type1,p4,nob/c,0
33722,type1,p3,nob/c,3.875
33723,type1,p3,nob/c,4.75
33724,type1,p4,nob/c,4.25
33725,type1,p3,nob/c,3.5
33726,type1,p4,nob/c,3.625
33727,type3,p4,nob/c,2.75
33728,type1,p4,nob/c,3
33729,type1,p4,nob/c,3.69
33730,type1,p4,nob/c,0
33731,type1,p1,nob/c,4.56
33732,type1,p4,nob/c,4.56
33733,type1,p3,nob/c,3.99
33734,type3,p3,nob/c,4.49
33735,type1,p4,nob/c,3.5
33736,type3,p4,nob/c,2.99
33737,type3,p4,nob/c,3.25
33738,type1,p1,nob/c,4.75
33739,type1,p4,nob/c,3.75
33740,type1,p4,nob/c,3.99
33741,type1,p3,nob/c,0
33742,type1,p3,nob/c,0
33743,type3,p1,nob/c,4.375
33744,type1,p2,nob/c,4.99
33745,type1,p2,nob/c,0
33746,type1,p3,nob/c,3.99
33747,type1,p1,nob/c,3.875
33748,type1,p3,nob/c,3.99
33749,type2,p3,b/c,0
33750,type1,p3,nob/c,3.5
33751,type1,p3,nob/c,4.25
33752,type2,p1,b/c,4.25
33753,type1,p4,nob/c,3.99
33754,type1,p4,nob/c,3.875
33755,type3,p4,nob/c,3.25
33756,type2,p4,b/c,3.625
33757,type1,p4,nob/c,3.5
33758,type1,p4,nob/c,4.375
33759,type1,p1,nob/c,3.875
33760,type1,p4,nob/c,4.5
33761,type1,p4,nob/c,3.5
33762,type1,p3,nob/c,4.99
33763,type1,p3,nob/c,4.5
33764,type1,p3,nob/c,0
33765,type2,p3,b/c,0
33766,type1,p1,nob/c,3.99
33767,type1,p3,nob/c,3.75
33768,type1,p1,nob/c,0
33769,type3,p4,nob/c,2.99
33770,type1,p1,nob/c,3.5
33771,type2,p1,b/c,4.875
33772,type2,p4,b/c,3.75
33773,type1,p3,nob/c,0
33774,type1,p4,nob/c,3.625
33775,type1,p3,nob/c,3.625
33776,type1,p1,nob/c,4.125
33777,type1,p1,nob/c,4.375
33778,type1,p1,nob/c,0
33779,type1,p1,nob/c,4.18
33780,type1,p4,nob/c,4.25
33781,type1,p4,nob/c,4.18
33782,type1,p1,nob/c,3.99
33783,type3,p3,nob/c,0
33784,type1,p4,nob/c,3.25
33785,type1,p3,nob/c,4.99
33786,type1,p4,nob/c,0
33787,type1,p1,nob/c,3.69
33788,type1,p1,nob/c,0
33789,type1,p3,nob/c,3.5
33790,type1,p3,nob/c,3.5
33791,type2,p3,b/c,3.75
33792,type1,p3,nob/c,4.25
33793,type1,p3,nob/c,4.25
33794,type1,p4,nob/c,4.125
33795,type1,p1,nob/c,4.625
33796,type1,p4,nob/c,2.6
33797,type1,p1,nob/c,4.375
33798,type1,p4,nob/c,0
33799,type1,p4,nob/c,3.99
33800,type1,p3,nob/c,5.25
33801,type1,p4,nob/c,4.25
33802,type1,p1,nob/c,0
33803,type1,p3,nob/c,3.99
33804,type2,p2,b/c,3.5
33805,type1,p3,nob/c,4.25
33806,type1,p4,nob/c,3.5
33807,type1,p1,nob/c,0
33808,type1,p1,nob/c,0
33809,type3,p4,nob/c,3.375
33810,type1,p3,nob/c,3.875
33811,type1,p3,nob/c,4.99
33812,type1,p4,nob/c,4.875
33813,type1,p3,nob/c,3.75
33814,type1,p3,nob/c,0
33815,type1,p3,nob/c,4.125
33816,type1,p3,nob/c,3.875
33817,type1,p4,nob/c,0
33818,type1,p3,nob/c,4.25
33819,type1,p3,nob/c,0
33820,type1,p3,nob/c,4.56
33821,type1,p4,nob/c,3.5
33822,type1,p3,nob/c,3.75
33823,type1,p3,nob/c,5.375
33824,type1,p3,nob/c,4.875
33825,type1,p4,nob/c,2.99
33826,type3,p3,nob/c,3.25
33827,type1,p4,nob/c,3.125
33828,type1,p4,nob/c,3
33829,type2,p1,b/c,3.75
33830,type1,p4,nob/c,3.125
33831,type1,p4,nob/c,3.375
33832,type1,p4,nob/c,0
33833,type1,p1,nob/c,0
33834,type1,p4,nob/c,4.5
33835,type1,p1,nob/c,3.875
33836,type1,p1,nob/c,0
33837,type1,p3,nob/c,4.375
33838,type1,p4,nob/c,4.56
33839,type1,p4,nob/c,3.375
33840,type1,p1,nob/c,3.99
33841,type1,p1,nob/c,0
33842,type1,p3,nob/c,3.5
33843,type2,p3,b/c,3.75
33844,type1,p4,nob/c,3.5
33845,type2,p4,b/c,4.125
33846,type1,p4,nob/c,4.25
33847,type1,p4,nob/c,0
33848,type2,p1,b/c,4.5
33849,type1,p3,nob/c,3.75
33850,type1,p3,nob/c,0
33851,type2,p4,b/c,3.875
33852,type1,p4,nob/c,3.375
33853,type1,p3,nob/c,3.99
33854,type1,p4,nob/c,3.75
33855,type1,p1,nob/c,4.625
33856,type1,p1,nob/c,0
33857,type1,p1,nob/c,4.375
33858,type1,p4,nob/c,4.375
33859,type3,p1,nob/c,3.49
33860,type1,p2,nob/c,3.5
33861,type3,p4,nob/c,3.75
33862,type3,p4,nob/c,3.25
33863,type1,p3,nob/c,4.75
33864,type1,p3,nob/c,4.5
33865,type1,p3,nob/c,4.875
33866,type1,p1,nob/c,3.75
33867,type1,p1,nob/c,4.99
33868,type1,p3,nob/c,4.25
33869,type1,p3,nob/c,3.625
33870,type1,p4,nob/c,3.625
33871,type1,p4,nob/c,3.375
33872,type1,p3,nob/c,3.875
33873,type1,p3,nob/c,3.99
33874,type1,p1,nob/c,3.75
33875,type1,p1,nob/c,4.875
33876,type1,p1,nob/c,3.625
33877,type1,p4,nob/c,3.625
33878,type1,p1,nob/c,3.875
33879,type1,p3,nob/c,3.5
33880,type3,p4,nob/c,4.375
33881,type1,p4,nob/c,0
33882,type1,p4,nob/c,3.99
33883,type1,p1,nob/c,4
33884,type3,p3,nob/c,0
33885,type1,p4,nob/c,0
33886,type1,p4,nob/c,4.99
33887,type2,p1,b/c,0
33888,type1,p4,nob/c,3.625
33889,type1,p3,nob/c,3.99
33890,type1,p4,nob/c,0
33891,type3,p4,nob/c,2.875
33892,type1,p4,nob/c,2.99
33893,type3,p4,nob/c,3.75
33894,type1,p3,nob/c,4.125
33895,type1,p3,nob/c,0
33896,type1,p4,nob/c,4.625
33897,type1,p4,nob/c,3.5
33898,type3,p4,nob/c,3.25
33899,type2,p1,b/c,3.99
33900,type1,p1,nob/c,4.75
33901,type1,p3,nob/c,4.75
33902,type1,p4,nob/c,3.375
33903,type2,p1,b/c,0
33904,type1,p1,nob/c,3.25
33905,type1,p4,nob/c,3.5
33906,type1,p1,nob/c,4.375
33907,type1,p4,nob/c,3.99
33908,type1,p4,nob/c,3.875
33909,type3,p3,nob/c,0
33910,type1,p3,nob/c,0
33911,type1,p3,nob/c,4.375
33912,type1,p4,nob/c,0
33913,type1,p4,nob/c,3.25
33914,type1,p3,nob/c,4.5
33915,type1,p1,nob/c,3.75
33916,type1,p3,nob/c,4.75
33917,type1,p4,nob/c,3.875
33918,type3,p3,nob/c,0
33919,type1,p3,nob/c,3.625
33920,type1,p4,nob/c,0
33921,type1,p1,nob/c,0
33922,type1,p4,nob/c,3.875
33923,type2,p3,b/c,4.125
33924,type1,p1,nob/c,3.5
33925,type1,p3,nob/c,4.125
33926,type1,p3,nob/c,4.75
33927,type1,p1,nob/c,0
33928,type1,p1,nob/c,3.875
33929,type1,p2,nob/c,5.99
33930,type1,p4,nob/c,0
33931,type1,p4,nob/c,3.75
33932,type1,p1,nob/c,3.875
33933,type2,p1,b/c,0
33934,type1,p3,nob/c,0
33935,type1,p1,nob/c,0
33936,type1,p4,nob/c,0
33937,type3,p3,nob/c,4.5
33938,type1,p4,nob/c,4.56
33939,type1,p1,nob/c,0
33940,type1,p4,nob/c,0
33941,type1,p4,nob/c,0
33942,type3,p1,nob/c,3.99
33943,type1,p3,nob/c,0
33944,type1,p4,nob/c,3.875
33945,type2,p4,b/c,4.125
33946,type3,p4,nob/c,2.75
33947,type1,p4,nob/c,3.625
33948,type1,p3,nob/c,0
33949,type1,p4,nob/c,3.99
33950,type1,p3,nob/c,4.99
33951,type2,p4,b/c,0
33952,type1,p4,nob/c,3.375
33953,type1,p3,nob/c,3.75
33954,type3,p3,nob/c,3.875
33955,type3,p3,nob/c,4.625
33956,type1,p3,nob/c,3.99
33957,type1,p1,nob/c,0
33958,type1,p3,nob/c,4.25
33959,type1,p4,nob/c,4.5
33960,type2,p2,b/c,0
33961,type1,p3,nob/c,4.56
33962,type1,p3,nob/c,4.75
33963,type1,p3,nob/c,3.875
33964,type1,p4,nob/c,3.875
33965,type1,p1,nob/c,0
33966,type1,p3,nob/c,0
33967,type1,p4,nob/c,4.625
33968,type1,p4,nob/c,3.5
33969,type2,p3,b/c,3.99
33970,type1,p4,nob/c,4.5
33971,type1,p1,nob/c,4.75
33972,type1,p3,nob/c,3.99
33973,type1,p3,nob/c,0
33974,type1,p1,nob/c,4.375
33975,type1,p4,nob/c,4.25
33976,type1,p4,nob/c,3.875
33977,type1,p4,nob/c,3.875
33978,type1,p3,nob/c,5.74
33979,type1,p1,nob/c,4.75
33980,type1,p3,nob/c,4.75
33981,type2,p1,b/c,3.99
33982,type1,p4,nob/c,4.875
33983,type1,p4,nob/c,3.99
33984,type2,p3,b/c,0
33985,type1,p4,nob/c,4.75
33986,type2,p3,b/c,4.125
33987,type1,p3,nob/c,0
33988,type1,p3,nob/c,3.875
33989,type1,p4,nob/c,3.99
33990,type1,p4,nob/c,3.625
33991,type1,p1,nob/c,3.875
33992,type2,p1,b/c,3.99
33993,type1,p1,nob/c,3.5
33994,type1,p4,nob/c,0
33995,type1,p1,nob/c,3.99
33996,type1,p3,nob/c,3.5
33997,type1,p3,nob/c,3.625
33998,type1,p4,nob/c,4.375
33999,type1,p3,nob/c,4.875
34000,type1,p3,nob/c,4.75
34001,type1,p1,nob/c,5.5
34002,type2,p1,b/c,0
34003,type1,p4,nob/c,4
34004,type1,p1,nob/c,4.75
34005,type3,p4,nob/c,0
34006,type1,p4,nob/c,4
34007,type1,p1,nob/c,4.625
34008,type1,p3,nob/c,4.5
34009,type2,p4,b/c,3.5
34010,type1,p4,nob/c,4.375
34011,type1,p3,nob/c,4.56
34012,type1,p1,nob/c,0
34013,type2,p3,b/c,4.125
34014,type1,p1,nob/c,4.75
34015,type1,p4,nob/c,0
34016,type1,p3,nob/c,4.25
34017,type3,p4,nob/c,0
34018,type1,p1,nob/c,4
34019,type1,p1,nob/c,5.125
34020,type2,p3,b/c,4.5
34021,type1,p3,nob/c,3.99
34022,type1,p4,nob/c,4.99
34023,type1,p3,nob/c,3.875
34024,type1,p1,nob/c,3.625
34025,type1,p1,nob/c,3.5
34026,type1,p3,nob/c,3.5
34027,type1,p1,nob/c,3.75
34028,type1,p4,nob/c,0
34029,type1,p3,nob/c,0
34030,type1,p4,nob/c,3.875
34031,type1,p4,nob/c,3.625
34032,type2,p1,b/c,3.375
34033,type1,p3,nob/c,3.99
34034,type1,p3,nob/c,4.125
34035,type3,p3,nob/c,0
34036,type2,p3,b/c,0
34037,type1,p4,nob/c,3.5
34038,type1,p3,nob/c,3.375
34039,type1,p1,nob/c,4.75
34040,type1,p4,nob/c,3.25
34041,type1,p3,nob/c,0
34042,type1,p1,nob/c,3.5
34043,type1,p3,nob/c,3.99
34044,type1,p4,nob/c,4.125
34045,type1,p1,nob/c,4.5
34046,type1,p3,nob/c,4.25
34047,type1,p3,nob/c,4.875
34048,type1,p3,nob/c,4.625
34049,type1,p4,nob/c,3.375
34050,type3,p3,nob/c,4.125
34051,type1,p4,nob/c,3.99
34052,type2,p3,b/c,4.5
34053,type2,p1,b/c,4.375
34054,type1,p1,nob/c,4.125
34055,type1,p4,nob/c,5.25
34056,type2,p4,b/c,3.25
34057,type1,p4,nob/c,0
34058,type1,p3,nob/c,0
34059,type3,p3,nob/c,3.25
34060,type1,p3,nob/c,4.5
34061,type2,p3,b/c,3.625
34062,type1,p1,nob/c,4.625
34063,type1,p4,nob/c,3.875
34064,type1,p4,nob/c,4.125
34065,type1,p4,nob/c,4
34066,type1,p3,nob/c,5.375
34067,type1,p1,nob/c,4.18
34068,type3,p4,nob/c,3.25
34069,type2,p4,b/c,0
34070,type1,p1,nob/c,3.5
34071,type1,p4,nob/c,3.25
34072,type1,p3,nob/c,4.5
34073,type3,p1,nob/c,3.25
34074,type1,p1,nob/c,4.5
34075,type2,p4,b/c,3.99
34076,type1,p4,nob/c,3.5
34077,type1,p4,nob/c,0
34078,type1,p4,nob/c,0
34079,type1,p4,nob/c,3.875
34080,type1,p4,nob/c,3.375
34081,type1,p4,nob/c,4.5
34082,type3,p3,nob/c,0
34083,type1,p3,nob/c,3.875
34084,type1,p3,nob/c,4.875
34085,type1,p1,nob/c,0
34086,type1,p4,nob/c,0
34087,type1,p3,nob/c,0
34088,type2,p3,b/c,5.49
34089,type1,p4,nob/c,4.18
34090,type1,p3,nob/c,0
34091,type1,p4,nob/c,3.99
34092,type3,p3,nob/c,0
34093,type1,p3,nob/c,3.875
34094,type1,p4,nob/c,4.25
34095,type1,p4,nob/c,4.125
34096,type2,p3,b/c,2.99
34097,type1,p3,nob/c,4.75
34098,type1,p3,nob/c,0
34099,type1,p3,nob/c,4.625
34100,type1,p4,nob/c,3.625
34101,type1,p4,nob/c,0
34102,type1,p3,nob/c,3.375
34103,type2,p1,b/c,4.625
34104,type1,p3,nob/c,4.875
34105,type1,p1,nob/c,4.75
34106,type1,p4,nob/c,3.5
34107,type3,p3,nob/c,3.75
34108,type3,p3,nob/c,3.5
34109,type2,p4,b/c,4.125
34110,type1,p3,nob/c,3.875
34111,type1,p4,nob/c,0
34112,type1,p1,nob/c,0
34113,type1,p4,nob/c,3.5
34114,type1,p3,nob/c,0
34115,type1,p4,nob/c,3.125
34116,type3,p3,nob/c,3.625
34117,type2,p3,b/c,3.75
34118,type1,p4,nob/c,3.75
34119,type1,p4,nob/c,4.125
34120,type1,p3,nob/c,3.625
34121,type2,p3,b/c,3.5
34122,type1,p4,nob/c,3.625
34123,type1,p4,nob/c,3.99
34124,type3,p1,nob/c,4.125
34125,type1,p4,nob/c,4.375
34126,type1,p3,nob/c,3.99
34127,type3,p4,nob/c,2.99
34128,type1,p1,nob/c,0
34129,type1,p3,nob/c,0
34130,type2,p3,b/c,0
34131,type1,p4,nob/c,3.625
34132,type2,p1,b/c,3.99
34133,type1,p1,nob/c,3.75
34134,type1,p4,nob/c,3.5
34135,type1,p1,nob/c,4.625
34136,type2,p3,b/c,4.99
34137,type1,p4,nob/c,0
34138,type1,p1,nob/c,3.875
34139,type1,p4,nob/c,3.99
34140,type1,p3,nob/c,0
34141,type1,p3,nob/c,4.99
34142,type2,p3,b/c,4.125
34143,type1,p4,nob/c,3.99
34144,type1,p3,nob/c,5.75
34145,type1,p3,nob/c,0
34146,type1,p4,nob/c,4.375
34147,type2,p3,b/c,4.125
34148,type1,p3,nob/c,4.75
34149,type1,p1,nob/c,4.25
34150,type1,p3,nob/c,4.375
34151,type1,p4,nob/c,3.25
34152,type1,p1,nob/c,4.125
34153,type1,p1,nob/c,4
34154,type1,p4,nob/c,3.99
34155,type1,p1,nob/c,4.25
34156,type1,p3,nob/c,0
34157,type1,p4,nob/c,3.99
34158,type1,p1,nob/c,3.75
34159,type3,p3,nob/c,3.25
34160,type1,p3,nob/c,3.625
34161,type3,p1,nob/c,4.25
34162,type2,p3,b/c,4.375
34163,type1,p4,nob/c,3.25
34164,type1,p3,nob/c,0
34165,type2,p4,b/c,3.25
34166,type1,p4,nob/c,3.5
34167,type1,p4,nob/c,0
34168,type1,p3,nob/c,3.625
34169,type3,p4,nob/c,3.99
34170,type3,p4,nob/c,2.99
34171,type1,p1,nob/c,3.99
34172,type1,p1,nob/c,0
34173,type1,p4,nob/c,3.99
34174,type1,p1,nob/c,4.25
34175,type1,p4,nob/c,0
34176,type1,p3,nob/c,3.375
34177,type1,p2,nob/c,4.375
34178,type1,p2,nob/c,3.25
34179,type1,p4,nob/c,3.625
34180,type1,p3,nob/c,3.75
34181,type1,p4,nob/c,3.75
34182,type2,p3,b/c,0
34183,type2,p4,b/c,4.25
34184,type2,p1,b/c,4.75
34185,type1,p3,nob/c,4.625
34186,type1,p3,nob/c,4.25
34187,type3,p3,nob/c,3.99
34188,type1,p4,nob/c,3.125
34189,type3,p1,nob/c,0
34190,type1,p1,nob/c,3.99
34191,type3,p3,nob/c,4.375
34192,type1,p4,nob/c,0
34193,type1,p3,nob/c,5.375
34194,type1,p3,nob/c,4.99
34195,type3,p3,nob/c,3.5
34196,type2,p1,b/c,3.25
34197,type1,p3,nob/c,4.99
34198,type2,p4,b/c,3.75
34199,type1,p4,nob/c,3.75
34200,type1,p3,nob/c,4.25
34201,type1,p3,nob/c,4.25
34202,type1,p3,nob/c,4.125
34203,type1,p3,nob/c,4.875
34204,type1,p3,nob/c,3.5
34205,type1,p3,nob/c,0
34206,type1,p1,nob/c,0
34207,type1,p3,nob/c,4.75
34208,type1,p3,nob/c,0
34209,type2,p1,b/c,4.75
34210,type1,p1,nob/c,4.625
34211,type3,p1,nob/c,0
34212,type1,p3,nob/c,4.5
34213,type3,p3,nob/c,0
34214,type1,p4,nob/c,4.125
34215,type1,p1,nob/c,4.5
34216,type3,p3,nob/c,0
34217,type1,p4,nob/c,0
34218,type1,p3,nob/c,3.875
34219,type3,p3,nob/c,0
34220,type1,p1,nob/c,0
34221,type3,p3,nob/c,3.375
34222,type1,p1,nob/c,4.25
34223,type3,p4,nob/c,2.75
34224,type1,p4,nob/c,3.75
34225,type1,p4,nob/c,3.375
34226,type1,p1,nob/c,0
34227,type1,p3,nob/c,4.875
34228,type1,p4,nob/c,3.25
34229,type1,p3,nob/c,3.625
34230,type1,p3,nob/c,0
34231,type1,p4,nob/c,3.5
34232,type1,p3,nob/c,4.125
